Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
LEVANGA HOKKAIDO,"Ren Shimatani, Dwight Ramos, Jahlil Okafor, Keisei Tominaga, Kevin Jones",44,25493,928,375,706,53.1,83,225,36.9,95,127,74.8,86,244,330,199,61,21,102,169,676,71.9,72.3,71.6,33.2,33.5,59,60.9,53.1,27.2,69.3,9.6,18,31.9,120.9,866,333,719,46.3,109,306,35.6,91,114,79.8,108,230,338,219,66,24,118,195,668,53.9,56.3,13.3,30.7,42.6,113.9,7,133,105,78.9,348,187,53.7,225,83,36.9,0,0,0,88,111,81,73,302,143,47.4,306,109,35.6,0,0,0,104
SENDAI 89ERS,"Shota Watanabe, Nathan Boothe, Seiya Funyu, Jarrett Culver, Sergio El Darwich",43,24285,909,337,691,48.8,129,322,40.1,106,141,75.2,74,228,302,220,100,30,95,171,672,75.2,75.6,74.8,31.7,32.1,58.1,60.4,65.3,21.8,72.4,8.9,20.4,46.6,118.8,816,311,661,47,104,282,36.9,90,117,76.9,87,265,352,234,62,16,148,204,664,54.9,57.3,17.2,27.6,42.7,107.8,11,147,113,76.9,222,95,42.8,322,129,40.1,0,0,0,90,93,67,72,286,140,49,282,104,36.9,0,0,0,141
SEAHORSES MIKAWA,"Jake Layman, Yutaro Suda, Yudai Nishida, Davante Gardner, Satoshi Nagano",40,25416,910,347,707,49.1,130,367,35.4,86,117,73.5,81,232,313,218,70,31,84,170,605,69.8,70.2,69.4,34.2,34.6,58.3,60,62.8,25.8,68.2,7.9,16.5,51.9,122.5,828,307,669,45.9,110,306,35.9,104,142,73.2,108,233,341,237,47,23,127,197,603,54.1,56.6,14.8,31.8,45.7,112.6,9.9,102,78,76.5,238,139,58.4,367,130,35.4,0,0,0,74,63,40,63.5,300,157,52.3,306,110,35.9,0,0,0,103
NAGASAKI VELCA,"Ko Kumagai, Yudai Baba, Akil Mitchell, Hyunjung Lee, Jarrell Brantley",42,20175,758,284,588,48.3,113,285,39.6,77,104,74,70,180,250,227,69,25,82,143,563,73.5,75.1,71.8,32.0,33.4,57.9,59.8,79.9,25.9,71.1,8.7,17.7,48.5,120,605,236,532,44.4,87,233,37.3,46,71,64.8,73,200,273,171,50,29,132,147,546,52.5,53.7,19,28.9,43.8,100.2,19.9,89,63,70.8,214,108,50.5,285,113,39.6,0,0,0,73,69,47,68.1,230,102,44.3,233,87,37.3,0,0,0,112
NAGASAKI VELCA,"Ko Kumagai, Stanley Johnson, Yudai Baba, Hyunjung Lee, Jarrell Brantley",50,19229,782,283,545,51.9,102,254,40.2,114,146,78.1,53,198,251,207,82,22,85,147,553,77.8,79.3,76.2,30.2,31.5,61.3,64.2,73.1,20.9,72.5,9.4,26.8,46.6,123,589,217,514,42.2,66,206,32,89,117,76.1,75,201,276,143,45,15,132,157,525,48.6,52.1,18.9,27.5,40.1,96.5,26.5,102,83,81.4,189,98,51.9,254,102,40.2,0,0,0,76,85,52,61.2,223,99,44.4,206,66,32,0,0,0,115
NAGOYA DIAMOND DOLPHINS,"Aaron Henry, Takumi Saito, Keita Imamura, Kyle Richardson, Scott Eatherton",44,21240,743,285,630,45.2,81,256,31.6,92,126,73,120,206,326,211,79,28,102,138,543,73.3,73,73.6,32.9,32.6,51.7,54.2,74,38.2,67.1,10.2,20,40.6,115,665,264,588,44.9,68,228,29.8,69,106,65.1,101,194,295,184,56,19,131,178,566,50.7,52.4,17.1,32.9,38.8,102.1,12.9,79,66,83.5,295,138,46.8,256,81,31.6,0,0,0,82,97,69,71.1,263,127,48.3,228,68,29.8,0,0,0,115
UTSUNOMIYA BREX,"Shinji Takashima, DJ Newbill, Gavin Edwards, Isaac Fotu, Makoto Hiejima",36,20312,757,292,579,50.4,108,298,36.2,65,101,64.4,101,191,292,216,66,14,97,132,522,70.1,70.5,69.8,34.1,34.4,59.8,60.7,74,40.4,78.6,10.4,17.4,51.5,126.9,652,256,517,49.5,84,213,39.4,56,79,70.9,52,149,201,184,61,15,99,177,531,57.6,59.1,15.2,21.4,41.2,110.3,16.6,93,75,80.6,188,109,58,298,108,36.2,0,0,0,89,96,69,71.9,208,103,49.5,213,84,39.4,0,0,0,93
SAGA BALLOONERS,"Ryo Abe, Sori Uchio, Tanner Groves, David Dudzinski, Taiki Sumida",40,19174,652,251,525,47.8,83,209,39.7,67,91,73.6,63,194,257,201,49,8,98,162,497,74.6,74,75.1,32.4,32.0,55.7,57.7,80.1,24.4,74.3,11.3,17.3,39.8,110.2,692,265,554,47.8,85,227,37.4,77,92,83.7,67,195,262,189,58,23,85,143,507,55.5,58.2,12.5,25.7,41,115.3,-5.1,80,55,68.8,236,113,47.9,209,83,39.7,0,0,0,90,84,63,75,243,117,48.1,227,85,37.4,0,0,0,78
CHIBA JETS,"Yuta Watanabe, DJ Hogg, Yuki Togashi, Shuta Hara, John Mooney",26,18207,673,255,518,49.2,85,207,41.1,78,100,78,79,202,281,187,28,19,85,86,493,72.3,73.2,71.4,32.8,33.6,57.4,59.9,73.3,32.5,70.9,10.2,19.3,40,121.1,583,224,544,41.2,80,218,36.7,55,72,76.4,83,164,247,132,53,15,66,135,441,48.5,50.6,10.3,29.1,40.1,107.6,13.6,90,65,72.2,221,105,47.5,207,85,41.1,0,0,0,82,66,45,68.2,260,99,38.1,218,80,36.7,0,0,0,57
IBARAKI ROBOTS,"Robert Franks, Ru Jingaoka, Kohei Nakamura, Eric Jacobsen, Noboru Hasegawa",31,15200,545,200,417,48,76,200,38,69,95,72.6,54,145,199,160,56,11,70,116,400,72.8,73.9,71.7,32.5,33.5,57.1,59.4,80,26.2,75.1,10.2,22.8,48,116.5,499,190,408,46.6,80,212,37.7,39,52,75,48,152,200,144,37,12,81,113,392,56.4,57.9,15.8,24.9,52,109.9,6.5,72,49,68.1,145,75,51.7,200,76,38,0,0,0,58,42,32,76.2,154,78,50.6,212,80,37.7,0,0,0,77
SENDAI 89ERS,"Shota Watanabe, Boubacar Toure, Seiya Funyu, Jarrett Culver, Sergio El Darwich",35,15058,503,198,407,48.6,62,160,38.8,45,68,66.2,60,127,187,122,53,17,73,114,388,71.2,70.7,71.7,34.0,33.5,56.3,57.6,61.6,29.7,63.8,11.6,16.7,39.3,113.4,530,199,409,48.7,55,158,34.8,77,105,73.3,72,142,214,143,45,18,76,108,400,55.4,58.2,14.3,36.2,38.6,117.8,-4.4,97,76,78.4,150,60,40,160,62,38.8,0,0,0,71,50,35,70,201,109,54.2,158,55,34.8,0,0,0,70
NAGASAKI VELCA,"Stanley Johnson, Hayato Yamaguchi, Yudai Baba, Hyunjung Lee, Jarrell Brantley",46,12010,495,173,348,49.7,64,158,40.5,85,111,76.6,37,119,156,116,59,12,53,98,364,80.7,81,80.5,29.6,29.8,58.9,62.4,67.1,23.9,77.3,9.4,31.9,45.4,122.2,391,125,304,41.1,47,132,35.6,94,117,80.3,35,118,153,93,25,12,91,121,359,48.8,55,20.4,22.7,43.4,97,25.1,76,50,65.8,114,59,51.8,158,64,40.5,0,0,0,48,44,29,65.9,128,49,38.3,132,47,35.6,0,0,0,80
IBARAKI ROBOTS,"Robert Franks, Ru Jingaoka, Eric Jacobsen, Noboru Hasegawa, Hayate Komasawa",33,11788,401,154,326,47.2,60,144,41.7,33,50,66,43,128,171,125,38,11,64,86,327,74.1,74.1,74.2,32.4,32.4,56.4,57.6,81.2,26.2,77.6,11.9,15.3,44.2,110.2,351,138,326,42.3,45,155,29,30,42,71.4,37,121,158,95,42,25,65,81,327,49.2,50.9,15.9,22.4,47.5,96.3,13.9,45,30,66.7,137,64,46.7,144,60,41.7,0,0,0,59,45,36,80,126,57,45.2,155,45,29,0,0,0,65
SEAHORSES MIKAWA,"Jake Layman, Yoshiaki Kubota, Yutaro Suda, Yudai Nishida, Davante Gardner",26,13667,507,188,383,49.1,62,177,35,69,90,76.7,48,136,184,132,37,11,42,96,320,71,72,70,33.3,34.3,57.2,60,70.2,26.1,79.1,7,23.5,46.2,123.6,467,166,341,48.7,73,160,45.6,62,86,72.1,36,136,172,120,26,18,59,100,341,59.4,61.6,13.5,20.9,46.9,117.1,6.5,57,45,78.9,149,81,54.4,177,62,35,0,0,0,40,36,27,75,145,66,45.5,160,73,45.6,0,0,0,55
UTSUNOMIYA BREX,"Shinji Takashima, DJ Newbill, Gavin Edwards, Grant Jerrett, Makoto Hiejima",26,12433,458,159,328,48.5,75,181,41.4,65,87,74.7,47,133,180,110,31,10,48,88,308,69.8,70,69.6,34.3,34.5,59.9,62.5,69.2,28.7,73.5,9.2,26.5,55.2,126.4,385,138,330,41.8,47,143,32.9,62,80,77.5,48,117,165,92,34,8,50,118,301,48.9,52.7,12,26.5,43.3,106.7,19.6,41,31,75.6,106,53,50,181,75,41.4,0,0,0,45,47,30,63.8,140,61,43.6,143,47,32.9,0,0,0,46
SHIGA LAKES,"Zach Auguste, Yosei Nishida, Kohei Tsuneta, Ryan Kriener, Ai-Che Yu",35,9985,361,146,286,51,43,123,35,26,39,66.7,42,102,144,93,31,3,51,89,286,72.4,73.5,71.3,32.7,33.6,58.6,59.5,63.7,32.3,76.7,11.4,13.6,43,118.1,298,111,255,43.5,41,114,36,35,47,74.5,31,88,119,87,29,13,57,71,274,51.6,54,17.1,23.3,44.7,100.4,17.6,52,47,90.4,111,56,50.5,123,43,35,0,0,0,46,38,29,76.3,103,41,39.8,114,41,36,0,0,0,51
SAGA BALLOONERS,"Ryo Abe, Kosuke Kanamaru, Tanner Groves, David Dudzinski, Taiki Sumida",22,8640,340,123,244,50.4,39,104,37.5,55,70,78.6,25,87,112,94,26,8,48,69,265,79.2,81.3,77,29.5,31.2,58.4,61.9,76.4,23.1,74.4,11.5,28.7,42.6,116.1,310,110,232,47.4,35,110,31.8,55,70,78.6,30,83,113,83,26,4,48,77,234,55,59,15.4,25.6,47.4,111.8,4.3,35,25,71.4,105,59,56.2,104,39,37.5,0,0,0,44,39,30,76.9,83,45,54.2,110,35,31.8,0,0,0,41
